882.4000681	2.65E-06
978.2068616	8.53E-07
1181.753606	1.43E-05
1958.156482	4.81E-05
2258.625458	4.37E-07
2626.38003	1.80E-05
2653.990247	5.48E-06
2681.900161	3.64E-06
2814.898881	7.18E-06
2828.760737	0.000119695
3117.513459	4.91E-06
3190.90036	6.40E-06
3243.358854	0.00430163
3835.743853	7.22E-07
4043.930781	0.000789805
4372.653967	1.36E-06
4502.538172	2.61E-06
4599.372633	2.91E-06
4660.460781	1.37E-06
5480.745034	3.52E-06
5939.202422	2.57E-05
5986.582626	0.010542616
6611.433378	0.000386532
6857.40212	6.05E-07
6889.641162	0.002051616
6930.66225	6.93E-06
6957.418893	8.32E-05
6963.456185	6.48E-05
6963.910986	3.99E-07
6964.130578	5.13E-07
6972.793972	9.01E-06
7024.947345	4.93E-07
7026.644213	0.002741936
7291.836707	0.000364486
7414.271514	3.83E-06
7600.41648	5.08E-06
7925.495941	0.013827603
7949.092062	5.87E-05
8557.807123	1.81E-06
9217.542048	4.08E-06
9571.541323	1.15E-05
9589.451235	9.11E-07
9601.558485	1.02E-06
9852.140771	0.005078613
10007.15462	1.01E-05
10462.24532	6.77E-07
10534.51368	0.003295695
10551.87597	0.001340221
10593.23165	1.43E-06
10613.705	1.00E-06
10747.5323	0.010785779
10754.25668	0.007215727
10889.55469	9.16E-07
11299.7713	3.23E-07
11447.8053	2.57E-06
11488.47086	3.81E-06
11582.82547	0.000233204
11745.57822	1.37E-05
11785.80326	0.005764299
11810.29725	0.007008911
11891.20934	8.57E-06
12492.67016	0.027683044
12689.05478	0.000471028
13157.17976	8.69E-05
13269.00009	5.99E-07
13380.63671	0.056627269
13444.75027	0.002324378
13571.45485	0.002620115
13706.43076	2.03E-06
13990.89115	0.003307241
14412.18329	0.028157712
14626.50387	0.001631571
14677.64831	6.15E-05
14706.10822	4.32E-05
15808.33666	0.000181283
15829.73404	0.002834417
15972.07864	0.000557474
16521.09631	0.000998511
16552.90742	5.40E-07
16734.11492	0.005732763
16786.54352	0.000653921
16897.35573	3.11E-06
17144.802	5.70E-07
17153.56713	0.092301994
17167.97964	5.12E-07
17550.65055	8.58E-07
17817.40423	1.63E-05
18456.11407	2.48E-05
18479.25279	3.48E-07
19088.88734	5.14E-06
19128.54399	4.73E-05
19254.98273	3.50E-05
19345.9947	9.12E-05
19437.56292	4.15E-06
19701.45753	0.000121614
19977.47378	0.023896836
19982.32787	0.03114487
20648.16518	4.95E-07
20967.42795	0.000225456
21289.08169	3.27E-05
21358.02573	0.015312638
21434.96624	0.002910287
21513.60818	4.97E-05
22240.4258	0.029642459
22337.67923	0.000106691
22344.81093	2.15E-05
22373.58549	0.000805829
23393.12272	0.105580989
23649.32811	0.006091816
23651.57471	4.05E-06
23731.24541	5.65E-06
23919.30759	0.007958037
25027.57574	0.054741687
25166.43996	0.006461286
25357.93926	0.000640857
25401.95651	0.001163201
25580.36669	2.23E-06
25636.16854	2.59E-06
26090.88232	5.16E-05
26114.89777	3.35E-05
26209.32934	0.001586384
26284.35658	3.60E-06
26381.61001	0.111869525
26385.52169	5.12E-07
26820.5287	3.59E-05
27022.21106	3.23E-05
27037.9794	3.62E-05
27051.06958	0.000379575
27077.63605	0.000416433
27110.20795	0.000133741
27154.93789	4.72E-06
27268.6286	0.284389015
27907.82381	0.010424897
28186.89368	9.85E-07
28259.26466	0.001740347
28291.96156	0.003194797
28331.39356	0.14700383
29115.00487	3.56E-07
29210.37075	0.024549067
29226.78508	0.087230284
29400.2297	0.005786697
29401.87004	0.005931437
29865.96846	0.000112011
30436.97973	9.37E-07
30751.3431	1.89E-05
30945.9518	5.15E-07
31612.74612	0.033744333
32225.72626	0.00874519
32247.58042	0.005296096
32390.51232	1.81E-05
32590.95298	0.000157894
32794.49973	0.001821519
32820.63209	2.94E-06
32858.63729	0.000193804
32961.41349	1.23E-05
32990.27201	0.000167373
33272.91238	0.045278219
33656.48273	0.00313687
33691.2988	1.53E-05
33721.64133	0.003349877
33772.70659	0.000332231
33806.1923	0.005473821
33976.71409	0.000274771
33994.60849	0.000213853
34183.88274	8.88E-05
34465.3411	0.004322757
34538.8828	1.18E-05
34879.71651	0.005248615
34903.39493	0.000382661
34929.48058	0.000132858
34936.88065	0.000399556
35673.53617	0.021918228
35805.17089	0.000445411
35915.08751	0.000537062
36061.47011	0.15789264
36152.33845	2.71E-05
36291.5112	0.001556198
36837.87299	0.009697432
37187.75977	0.142791443
37557.38518	0.021494424
37830.80598	0.016802145
37987.97194	2.69E-06
38019.6266	0.012364354
38070.15984	0.105284088
38351.75958	7.66E-05
38410.96391	7.04E-05
38498.87489	2.92E-05
