 1126.9307 .0005133
 1128.2169 .0008568
 1130.1473 .0001717
 2254.7181 .0009475
 2254.9328 .0012636
 2256.0044 .0028445
 2256.0964 .0053096
 2256.8633 6.339e-5
 2258.1495 .0009487
 3382.6280 .0012423
 3383.7916 .0067110
 3384.0063 .0099437
 3384.0574 .0143822
 3384.5585 3.561e-5
 3385.9367 .0012435
 4510.5786 .0013719
 4511.9159 .0156829
 4512.0079 .0205860
 4512.0405 .0268365
 4512.4170 2.185e-5
 4513.8463 .0013728
 5638.5473 .0013456
 5639.9581 .0261712
 5640.0092 .0323058
 5640.0317 .0397678
 5640.3346 1.363e-5
 5641.7965 .0013464
 6766.5255 .0012006
 6767.9774 .0353702
 6768.0100 .0420332
 6768.0265 .0498821
 6768.2803 8.422e-6
 6769.7647 .0012012
 7894.5092 .0009868
 7895.9876 .0409211
 7896.0102 .0473784
 7896.0228 .0548103
 7896.2414 5.076e-6
 7897.7424 .0009872
 9022.4961 .0007528
 9023.9931 .0417627
 9024.0097 .0474388
 9024.0196 .0538576
 9024.2118 2.961e-6
 9025.7254 .0007531
10150.4848 .0005357
10151.9958 .0382907
10152.0084 .0428640
10152.0165 .0479647
10152.1879 1.663e-6
10153.7115 .0005359
11278.4746 .0003567
11279.9963 .0319206
11280.0063 .0353221
11280.0129 .0390740
11280.1677 8.967e-7
11281.6994 .0003568
12406.4649 .0002228
12407.9951 .0243968
12408.0032 .0267442
12408.0088 .0293099
12408.1499 4.627e-7
12409.6882 .0002229
13534.4551 .0001308
13535.9923 .0171986
13535.9990 .0187073
13536.0038 .0203437
13536.1334 2.281e-7
13537.6773 .0001308
14662.4450 7.224e-5
14663.9880 .0112333
14663.9936 .0121389
14663.9978 .0131147
14664.1177 1.073e-7
14665.6664 7.226e-5
15790.4343 3.759e-5
15791.9823 .0068214
15791.9870 .0073301
15791.9906 .0078753
15793.6550 3.759e-5
16918.4227 1.843e-5
16919.9750 .0038616
16919.9791 .0041296
16919.9822 .0044153
16921.6430 1.844e-5
18046.4102 8.528e-6
18047.9661 .0020424
18047.9697 .0021749
18047.9725 .0023156
18049.6300 8.529e-6
19174.3964 3.724e-6
19175.9556 .0010110
19175.9587 .0010725
19175.9612 .0011377
19177.6158 3.724e-6
20302.3813 1.535e-6
20303.9433 .0004690
20303.9461 .0004960
20303.9483 .0005243
20305.6004 1.536e-6
21430.3647 5.979e-7
21431.9293 .0002042
21431.9317 .0002153
21431.9338 .0002269
21433.5836 5.980e-7
22558.3465 2.200e-7
22559.9133 8.351e-5
22559.9155 8.781e-5
22559.9174 9.231e-5
22561.5652 2.201e-7
23686.3265 7.653e-8
23687.8954 3.211e-5
23687.8974 3.368e-5
23687.8991 3.532e-5
23689.5450 7.655e-8
24815.8754 1.161e-5
24815.8772 1.216e-5
24815.8787 1.272e-5
25943.8532 3.955e-6
25943.8549 4.132e-6
25943.8563 4.315e-6
27071.8288 1.269e-6
27071.8304 1.323e-6
27071.8317 1.379e-6
28199.8021 3.836e-7
28199.8035 3.993e-7
28199.8047 4.156e-7
29327.7729 1.094e-7
29327.7742 1.137e-7
29327.7753 1.181e-7
