   19.3660 8.245e-8
   19.3733 1.479e-7
   96.4101 1.092e-7
   96.4104 1.156e-6
   96.4105 1.106e-7
   96.4291 1.106e-7
   96.4292 1.659e-6
   96.4358 8.742e-7
   96.4360 1.092e-7
  285.5290 2.625e-7
  285.6774 2.645e-7
  286.2534 4.900e-6
  286.2871 6.373e-6
  286.2957 3.961e-6
  286.8630 2.667e-7
  287.0201 2.653e-7
  330.9230 7.544e-6
  331.7999 9.470e-6
  332.3843 5.698e-6
  332.4863 2.855e-5
  333.0706 9.544e-6
  334.1003 7.691e-6
  654.0350 3.799e-7
  654.2135 3.816e-7
  655.0888 1.089e-5
  655.1397 1.339e-5
  655.1500 9.153e-6
  656.0150 3.836e-7
  656.2038 3.824e-7
  996.3473 1.310e-5
  996.6961 1.361e-5
  997.3224 6.077e-5
  997.4316 .0001090
  997.4921 3.947e-5
  998.0579 1.365e-5
  998.4671 1.315e-5
 1084.9117 1.854e-7
 1084.9266 2.492e-7
 1085.2182 2.161e-7
 1268.7953 3.768e-7
 1268.9731 3.771e-7
 1270.0241 1.531e-5
 1270.0922 1.816e-5
 1270.1035 1.322e-5
 1271.1432 3.791e-7
 1271.3323 3.792e-7
 1992.6705 1.307e-5
 1993.0211 1.325e-5
 1994.0215 .0001386
 1994.1345 .0001990
 1994.1739 .0001048
 1995.1349 1.328e-5
 1995.5250 1.311e-5
 2185.6571 2.739e-7
 2185.8249 2.744e-7
 2186.9869 1.496e-5
 2187.0711 1.731e-5
 2187.0832 1.317e-5
 2188.2332 2.750e-7
 2188.4131 2.747e-7
 2398.6106 1.621e-6
 2398.6607 2.285e-6
 2399.1493 1.926e-6
 2760.2207 .0022962
 2761.4918 .0038292
 2763.3989 .0007665
 3318.1981 1.015e-5
 3318.4978 1.022e-5
 3319.6621 .0001887
 3319.7769 .0002454
 3319.8063 .0001526
 3320.9412 1.024e-5
 3321.2704 1.017e-5
 3440.5799 1.524e-7
 3440.7358 1.526e-7
 3441.9721 1.076e-5
 3442.0691 1.222e-5
 3442.0813 9.615e-6
 3443.3054 1.529e-7
 3443.4734 1.527e-7
 4217.4487 3.167e-7
 4218.2154 6.214e-6
 4218.3470 9.439e-6
 4219.1533 7.670e-6
 4219.7629 3.219e-7
 4460.7715 8.604e-8
 4460.8130 1.078e-7
 4461.3083 9.632e-8
 4965.7493 6.528e-6
 4966.0045 6.554e-6
 4967.2561 .0001866
 4967.3709 .0002295
 4967.3942 .0001569
 4968.6225 6.562e-6
 4968.9010 6.537e-6
 5049.1082 5.949e-6
 5049.2145 6.657e-6
 5049.2264 5.376e-6
 5189.0267 .0037235
 5189.7131 .0012407
 5190.0018 .0012413
 5190.3394 .0069508
 5190.6882 8.295e-5
 5191.7178 .0016549
 5501.9214 .0037446
 5502.1220 .0049930
 5503.1925 .0112373
 5503.2760 .0209753
 5504.0291 .0002500
 5505.3002 .0037465
 5853.9649 .0045933
 5854.5493 .0015309
 5855.1096 .0015308
 5855.2848 .0085739
 5855.6940 .0001023
 5856.5709 .0020415
 6435.3291 9.869e-7
 6435.3547 1.137e-5
 6435.7108 1.945e-5
 6437.1030 1.493e-5
 6437.1216 1.001e-6
 6921.5474 3.568e-6
 6921.7676 3.577e-6
 6923.0711 .0001448
 6923.1841 .0001717
 6923.2031 .0001250
 6924.4875 3.580e-6
 6924.7268 3.571e-6
 7004.0440 2.612e-6
 7004.1560 2.890e-6
 7004.1672 2.383e-6
 7679.5359 4.792e-7
 7679.6048 6.180e-7
 7680.2685 5.444e-7
 7772.4640 .0016160
 7773.0903 .0129315
 7773.4644 .0187040
 7773.4663 .0087281
 7773.8150 4.626e-5
 7774.4413 .0016168
 8205.4360 .0040025
 8206.5647 .0216159
 8206.7906 .0320273
 8206.8296 .0463224
 8207.3177 .0001145
 8208.6724 .0040040
 8282.7535 .0079815
 8282.7538 .0009977
 8284.1153 .0115451
 8284.1154 .0009976
 8284.1157 2.859e-5
 8284.8723 .0053878
 8359.7979 .0081093
 8359.8235 .0010136
 8361.1525 .0010136
 8361.1712 .0117300
 8361.1782 2.904e-5
 8361.9307 .0054741
 8769.0539 .0019178
 8769.7894 .0153438
 8770.1481 .0103563
 8770.1673 .0221927
 8770.5573 5.488e-5
 8771.2929 .0019179
 8928.5601 8.323e-6
 8929.8007 1.783e-5
 8930.6673 1.534e-6
 8931.1944 1.553e-6
 8932.5491 1.234e-5
 9162.3189 1.681e-6
 9162.5118 1.684e-6
 9163.8482 9.174e-5
 9163.9572 .0001061
 9163.9729 8.075e-5
 9165.2936 1.685e-6
 9165.5022 1.682e-6
 9288.4477 9.354e-7
 9288.5621 1.025e-6
 9288.5725 8.600e-7
10342.3533 .0014713
10343.3537 .0220749
10343.4668 .0168177
10343.5177 .0287778
10343.8174 2.339e-5
10344.8178 .0014719
10853.8503 .0033324
10855.1361 .0380873
10855.2439 .0499945
10855.2611 .0651737
10855.6242 5.296e-5
10857.0179 .0033332
11029.5783 .0169818
11029.5784 .0011319
11030.1543 .0221391
11030.3023 .0129383
11030.3026 .0011322
11030.3027 1.801e-5
11080.1646 .0001432
11080.7929 .0021485
11081.9279 2.281e-6
11082.0562 .0028012
11082.5450 .0016371
11082.5563 .0001432
11084.3972 .0001433
11085.0242 .0021499
11086.1603 2.282e-6
11086.2883 .0028029
11086.7773 .0016381
11086.7874 .0001433
11087.9409 1.471e-6
11088.0571 1.969e-6
11088.9567 1.703e-6
11219.4025 .0011612
11219.4212 .0174203
11220.0122 .0227107
11220.1623 .0132724
11220.1692 1.847e-5
11220.1879 .0011614
11652.8894 6.894e-7
11653.0606 6.902e-7
11654.4191 4.865e-5
11654.5216 5.523e-5
11654.5345 4.346e-5
11655.8801 6.906e-7
11656.0642 6.898e-7
11667.8810 .0016530
11668.9944 .0247971
11669.0992 .0188915
11669.1601 .0323262
11669.4892 2.627e-5
11670.6026 .0016531
11872.7656 2.789e-7
11872.8794 3.033e-7
11872.8889 2.581e-7
12896.3353 .0010785
12897.4996 .0258902
12897.5424 .0209742
12897.5869 .0318706
12897.8421 1.091e-5
12899.0064 .0010789
13435.9600 .0022884
13437.3016 .0444984
13437.3709 .0549285
13437.3760 .0676158
13437.6646 2.314e-5
13439.0755 .0022888
13762.5236 .0008764
13763.0995 .0210366
13763.3989 .0258966
13763.4290 .0170428
13763.5774 8.868e-6
13764.1533 .0008767
13847.3553 3.236e-5
13847.5263 3.236e-5
13848.4089 .0007767
13848.5798 .0007767
13849.3760 3.280e-7
13849.5469 3.280e-7
13849.5541 .0009562
13849.7250 .0009562
13849.8955 .0006293
13850.0664 .0006293
13850.4296 3.236e-5
13850.6004 3.236e-5
13865.2804 .0034841
13865.4671 .0001452
13865.7805 .0001452
13865.9353 .0042892
13865.9671 1.470e-6
13866.0954 .0028228
13880.0218 .0034896
13880.2118 .0001454
13880.5209 .0001454
13880.6785 .0042960
13880.7108 1.473e-6
13880.8388 .0028273
14131.3253 .0009047
14131.9350 .0217157
14132.2515 .0267325
14132.2833 .0175930
14132.4403 9.154e-6
14133.0500 .0009049
14345.2100 2.474e-7
14345.3637 2.476e-7
14346.7374 2.191e-5
14346.8308 2.452e-5
14346.8412 1.980e-5
14348.2045 2.478e-7
14348.3686 2.476e-7
14543.8144 .0011288
14545.0936 .0270932
14545.1302 .0219487
14545.1809 .0333511
14545.4594 1.142e-5
14546.7385 .0011289
14586.1995 9.678e-8
14586.3895 2.841e-6
14586.5964 4.007e-6
14587.8553 3.377e-6
14588.0129 9.690e-8
14716.9117 7.030e-8
14717.0221 7.595e-8
15432.6646 .0006646
15433.9162 .0232668
15433.9331 .0195788
15433.9681 .0276116
15434.1883 4.655e-6
15435.4399 .0006648
15950.5230 .0013341
15951.8880 .0392930
15951.9377 .0554138
15951.9390 .0466944
15952.1767 9.337e-6
15953.5926 .0013340
16479.6474 .0005402
16480.5227 .0189119
16480.6976 .0159147
16480.6983 .0224441
16480.8761 3.783e-6
16481.7514 .0005405
16613.7378 1.517e-6
16613.7437 1.517e-6
16615.0952 5.309e-5
16615.1011 5.309e-5
16616.1326 6.302e-5
16616.1384 6.302e-5
16616.3845 4.468e-5
16616.3903 4.468e-5
16617.2940 1.517e-6
16617.2999 1.517e-6
16632.3569 2.912e-5
16632.5960 .0010192
16633.1240 2.912e-5
16633.2324 2.042e-7
16633.2668 .0012097
16633.3629 .0010193
16633.4105 .0008578
16633.4715 2.912e-5
16633.9994 2.042e-7
16634.0338 .0012098
16634.1775 .0008578
16634.2383 2.912e-5
16654.9057 9.912e-5
16655.0606 .0034697
16655.4457 .0041178
16655.5053 .0029199
16655.5371 6.947e-7
16655.6920 9.914e-5
16693.8794 9.942e-5
16694.0370 .0034798
16694.4253 .0041299
16694.4853 .0029284
16694.5176 6.966e-7
16694.6752 9.943e-5
17094.5318 .0005569
17095.4579 .0194930
17095.6509 .0231334
17095.6511 .0164036
17095.8400 3.900e-6
17096.7661 .0005570
17115.7474 7.331e-5
17117.2570 .0002027
17117.8551 2.444e-5
17117.8659 2.438e-5
17118.6117 2.539e-5
17118.6190 2.535e-5
17119.9737 .0001132
17180.1363 7.799e-8
17180.2755 7.799e-8
