142.714374	0.000125865
705.7243166	8.13E-05
1556.711119	0.011664469
2065.356126	1.92E-05
4613.194845	2.04E-06
4670.045322	0.006461434
7586.926944	5.03E-06
8508.495132	7.65E-07
9331.608742	0.001751454
10927.26784	5.06E-05
11495.20542	0.140911726
13476.99047	0.000264214
15176.45354	0.000149728
15261.45369	5.47E-07
15508.54638	0.000257101
17157.71323	2.45E-05
17980.82684	4.15E-05
21433.67606	0.104108882
22142.65632	6.15E-06
22847.54719	0.254234182
23120.77558	2.15E-05
23415.48477	0.000433378
23415.60098	6.58E-05
24547.01026	0.104074995
27871.03443	5.10E-07
32015.59927	1.06E-06
32064.81908	0.08081165
32672.70436	2.32E-06
33353.95541	0.000442829
33922.0092	0.153052156
34225.40503	1.59E-05
34485.5087	0.007478934
35048.51864	0.007475778
35903.26889	4.85E-05
35970.08683	2.84E-05
36726.3825	0.06811283
40430.59983	5.32E-05
42571.2273	0.000221602
42604.19677	0.027009495
42851.28946	1.95E-05
44619.30493	0.043768757
45868.80193	0.002826097
46115.89461	3.37E-06
46243.11067	7.83E-05
46292.13715	7.83E-05
47228.43374	0.002755583
48287.96762	5.84E-06
48323.52887	3.23E-07
48781.13441	0.017905113
50234.80531	3.19E-07
50937.00805	0.000543803
51253.41486	6.04E-05
51500.50755	0.000362495
52750.00455	9.22E-05
53038.22647	0.004731429
54922.07756	0.00673273
54985.06416	1.12E-05
57157.13717	0.000460161
57884.81673	1.64E-05
58054.36547	1.63E-05
58398.41089	7.10E-07
59672.33641	9.41E-06
59704.97589	0.000421019
