Frequency (Ghz),Intensity
8.720431442667053,3.63e-321
8.720431761167818,0.0
8.720432079668583,0.0
8.720432398169347,0.0
8.72043271667011,0.0
8.720433035170876,0.0
8.720433353671641,0.0
8.720433672172405,0.0
8.72043399067317,0.0
8.720434309173935,0.0
8.720434627674697,0.0
8.720434946175462,0.0
8.720435264676228,0.0
8.720435583176993,0.0
8.720435901677757,0.0
8.72043622017852,0.0
8.720436538679285,0.0
8.720436857180049,0.0
8.720437175680814,0.0
8.72043749418158,0.0
8.720437812682343,0.0
8.720438131183107,0.0
8.720438449683872,0.0
8.720438768184637,0.0
8.720439086685403,0.0
8.720439405186164,0.0
8.72043972368693,0.0
8.720440042187695,0.0
8.720440360688459,0.0
8.720440679189224,0.0
8.72044099768999,0.0
8.720441316190753,0.0
8.720441634691516,0.0
8.720441953192282,0.0
8.720442271693047,0.0
8.720442590193812,0.0
8.720442908694574,0.0
8.72044322719534,0.0
8.720443545696105,0.0
8.720443864196868,0.0
8.720444182697634,0.0
8.720444501198397,0.0
8.720444819699162,0.0
8.720445138199926,0.0
8.720445456700691,0.0
8.720445775201457,0.0
8.720446093702218,0.0
8.720446412202984,0.0
8.720446730703749,0.0
8.720447049204514,0.0
8.720447367705278,0.0
8.720447686206041,0.0
8.720448004706807,0.0
8.72044832320757,0.0
8.720448641708336,0.0
8.7204489602091,0.0
8.720449278709866,0.0
8.720449597210628,0.0
8.720449915711393,0.0
8.720450234212159,0.0
8.720450552712924,0.0
8.720450871213687,0.0
8.720451189714451,0.0
8.720451508215216,0.0
8.72045182671598,0.0
8.720452145216745,0.0
8.72045246371751,0.0
8.720452782218274,0.0
8.720453100719038,0.0
8.720453419219803,0.0
8.720453737720568,0.0
8.720454056221332,0.0
8.720454374722095,0.0
8.72045469322286,0.0
8.720455011723626,0.0
8.72045533022439,0.0
8.720455648725155,0.0
8.72045596722592,0.0
8.720456285726682,0.0
8.720456604227447,0.0
8.720456922728212,0.0
8.720457241228978,0.0
8.720457559729741,0.0
8.720457878230505,0.0
8.72045819673127,0.0
8.720458515232036,0.0
8.720458833732799,0.0
8.720459152233564,0.0
8.720459470734328,0.0
8.720459789235091,0.0
8.720460107735857,0.0
8.720460426236622,0.0
8.720460744737387,0.0
8.72046106323815,0.0
8.720461381738914,0.0
8.72046170023968,0.0
8.720462018740443,0.0
8.720462337241209,0.0
8.720462655741974,0.0
8.720462974242738,0.0
8.720463292743501,0.0
8.720463611244266,0.0
8.720463929745032,0.0
8.720464248245797,0.0
8.720464566746559,0.0
8.720464885247324,0.0
8.72046520374809,0.0
8.720465522248853,0.0
8.720465840749618,0.0
8.720466159250382,0.0
8.720466477751147,0.0
8.72046679625191,0.0
8.720467114752676,0.0
8.720467433253441,0.0
8.720467751754203,0.0
8.720468070254968,0.0
8.720468388755734,0.0
8.720468707256499,0.0
8.720469025757263,0.0
8.720469344258026,0.0
8.720469662758791,0.0
8.720469981259555,0.0
8.72047029976032,0.0
8.720470618261086,0.0
8.720470936761851,0.0
8.720471255262613,0.0
8.720471573763378,0.0
8.720471892264143,0.0
8.720472210764909,0.0
8.720472529265672,0.0
8.720472847766436,0.0
8.720473166267201,0.0
8.720473484767965,0.0
8.72047380326873,0.0
8.720474121769495,0.0
8.720474440270259,0.0
8.720474758771022,0.0
8.720475077271788,0.0
8.720475395772553,0.0
8.720475714273316,0.0
8.72047603277408,0.0
8.720476351274845,0.0
8.72047666977561,0.0
8.720476988276374,0.0
8.72047730677714,0.0
8.720477625277905,0.0
8.720477943778667,0.0
8.720478262279432,0.0
8.720478580780197,0.0
8.720478899280963,0.0
8.720479217781726,0.0
8.72047953628249,0.0
8.720479854783255,0.0
8.72048017328402,0.0
8.720480491784784,0.0
8.720480810285549,0.0
8.720481128786313,0.0
8.720481447287076,0.0
8.720481765787842,0.0
8.720482084288607,0.0
8.720482402789372,0.0
8.720482721290134,0.0
8.7204830397909,0.0
8.720483358291665,0.0
8.720483676792428,0.0
8.720483995293193,0.0
8.720484313793959,0.0
8.720484632294722,0.0
8.720484950795486,0.0
8.720485269296251,0.0
8.720485587797016,0.0
8.720485906297782,0.0
8.720486224798544,0.0
8.720486543299309,0.0
8.720486861800074,0.0
8.720487180300838,0.0
8.720487498801603,0.0
8.720487817302367,0.0
8.720488135803132,0.0
8.720488454303895,0.0
8.72048877280466,0.0
8.720489091305426,0.0
8.720489409806188,0.0
8.720489728306953,0.0
8.720490046807718,0.0
8.720490365308484,0.0
8.720490683809247,0.0
8.72049100231001,0.0
8.720491320810776,0.0
8.720491639311541,0.0
8.720491957812305,0.0
8.72049227631307,0.0
8.720492594813836,0.0
8.720492913314597,0.0
8.720493231815363,0.0
8.720493550316128,0.0
8.720493868816893,0.0
8.720494187317657,0.0
8.72049450581842,0.0
8.720494824319186,0.0
8.72049514281995,0.0
8.720495461320715,0.0
8.72049577982148,0.0
8.720496098322243,0.0
8.720496416823007,0.0
8.720496735323772,0.0
8.720497053824538,0.0
8.720497372325303,0.0
8.720497690826065,0.0
8.72049800932683,0.0
8.720498327827595,0.0
8.720498646328359,0.0
8.720498964829124,0.0
8.72049928332989,0.0
8.720499601830653,0.0
8.720499920331417,0.0
8.720500238832182,0.0
8.720500557332947,3.63e-321
8.72050087583371,1.14227933e-316
8.720501194334474,3.33916330841e-312
8.72050151283524,9.068739587790865e-308
8.720501831336005,2.2882322373982993e-303
8.720502149836769,5.364103705169469e-299
8.720502468337534,1.1682562911538334e-294
8.720502786838297,2.3638665908137998e-290
8.720503105339061,4.44377150669775e-286
8.720503423839826,7.761119569447748e-282
8.720503742340592,1.259333991364733e-277
8.720504060841357,1.8984596645509973e-273
8.720504379342119,2.6589225995271577e-269
8.720504697842884,3.4598234531847526e-265
8.72050501634365,4.182597546858224e-261
8.720505334844415,4.6976657838886035e-257
8.720505653345178,4.9018729406228253e-253
8.720505971845943,4.752103394624703e-249
8.720506290346707,4.2800967504139854e-245
8.72050660884747,3.5815021156718584e-241
8.720506927348236,2.784330180784616e-237
8.720507245849001,2.0110374350732608e-233
8.720507564349766,1.349470739177695e-229
8.720507882850528,8.412995637424796e-226
8.720508201351294,4.8728357780084494e-222
8.720508519852059,2.6221454838652704e-218
8.720508838352822,1.3109184916828649e-214
8.720509156853588,6.08889510577771e-211
8.720509475354351,2.6275147987479605e-207
8.720509793855117,1.0534059522511904e-203
8.72051011235588,3.92365001936974e-200
8.720510430856645,1.3577776444496787e-196
8.72051074935741,4.3652683073732404e-193
8.720511067858173,1.3038784494406987e-189
8.720511386358938,3.618321812938349e-186
8.720511704859703,9.328700934305636e-183
8.720512023360468,2.2344932526131765e-179
8.720512341861232,4.972569042439251e-176
8.720512660361996,1.0280789653412506e-172
8.720512978862761,1.9747678230773747e-169
8.720513297363526,3.524110423341e-166
8.72051361586429,5.842878707893091e-163
8.720513934365055,9.000116495989198e-160
8.72051425286582,1.2879923632745096e-156
8.720514571366582,1.7124674433578004e-153
8.720514889867347,2.1153161012794158e-150
8.720515208368113,2.4275720232154223e-147
8.720515526868878,2.5882896131666246e-144
8.720515845369642,2.563878924190662e-141
8.720516163870405,2.3595328856251314e-138
8.72051648237117,2.0174299869822687e-135
8.720516800871934,1.6025618734116028e-132
8.7205171193727,1.1827012005723453e-129
8.720517437873465,8.109221557356015e-127
8.720517756374228,5.1656761449729146e-124
8.720518074874992,3.057166543280353e-121
8.720518393375757,1.6809504749508371e-118
8.720518711876522,8.586865005446912e-116
8.720519030377288,4.075287474287186e-113
8.72051934887805,1.7969075990602326e-110
8.720519667378815,7.361005699288488e-108
8.72051998587958,2.8015118239394927e-105
8.720520304380344,9.90584806809289e-103
8.720520622881109,3.254128980830077e-100
8.720520941381874,9.931658084657431e-98
8.720521259882638,2.816129612678858e-95
8.720521578383401,7.418693536194402e-93
8.720521896884167,1.815708470016327e-90
8.720522215384932,4.12865605982525e-88
8.720522533885696,8.721982039764816e-86
8.720522852386459,1.7118493975763188e-83
8.720523170887224,3.121474788418024e-81
8.72052348938799,5.2880798685529965e-79
8.720523807888753,8.323003501390833e-77
8.720524126389519,1.2170433449330756e-74
8.720524444890282,1.6533922547145908e-72
8.720524763391046,2.086842446901842e-70
8.720525081891811,2.4470752348317873e-68
8.720525400392576,2.665930841989915e-66
8.720525718893342,2.6983254731430087e-64
8.720526037394103,2.5373692530026463e-62
8.720526355894869,2.2167510436033076e-60
8.720526674395634,1.799260589385787e-58
8.7205269928964,1.3567977360416208e-56
8.720527311397163,9.505611276433564e-55
8.720527629897928,6.187124958088625e-53
8.720527948398692,3.7414643455332145e-51
8.720528266899455,2.102026769189857e-49
8.72052858540022,1.097182244908729e-47
8.720528903900986,5.320631689306061e-46
8.720529222401751,2.397129627090813e-44
8.720529540902513,1.0033760486182892e-42
8.720529859403278,3.901933352324572e-41
8.720530177904044,1.4097427227760485e-39
8.720530496404809,4.73198950588646e-38
8.720530814905572,1.4756779275077721e-36
8.720531133406336,4.2754642399039396e-35
8.720531451907101,1.1508504219205623e-33
8.720531770407865,2.8780503094918356e-32
8.72053208890863,6.686853037540897e-31
8.720532407409396,1.4434078826526693e-29
8.720532725910159,2.8946779729254825e-28
8.720533044410923,5.393309520287789e-27
8.720533362911688,9.33586000758489e-26
8.720533681412453,1.5014027730194767e-24
8.720533999913217,2.243282630320138e-23
8.72053431841398,3.113971718704987e-22
8.720534636914746,4.0159587041344004e-21
8.720534955415511,4.811801573325051e-20
8.720535273916274,5.356363949552063e-19
8.72053559241704,5.539573692119807e-18
8.720535910917805,5.3226328120228155e-17
8.720536229418567,4.75138870786167e-16
8.720536547919332,3.940565206691581e-15
8.720536866420098,3.036269889435512e-14
8.720537184920863,2.1735324285234458e-13
8.720537503421626,1.4455588359131534e-12
8.72053782192239,8.932012324371809e-12
8.720538140423155,5.1275128398413624e-11
8.72053845892392,2.734689962505739e-10
8.720538777424684,1.355043800914685e-09
8.72053909592545,6.237958310655298e-09
8.720539414426213,2.667936542858633e-08
8.720539732926976,1.0601136445340712e-07
8.720540051427742,3.9135712957976117e-07
8.720540369928507,1.3422640941639894e-06
8.720540688429272,4.277072311509646e-06
8.720541006930034,1.2661906644783807e-05
8.7205413254308,3.482535254201962e-05
8.720541643931565,8.898889888612096e-05
8.720541962432328,0.00021126134557467355
8.720542280933094,0.00046595947499999485
8.720542599433859,0.0009548170159986518
8.720542917934623,0.0018177579318257202
8.720543236435386,0.0032151100691273716
8.720543554936151,0.005283230270028369
8.720543873436917,0.008065794098619782
8.720544191937682,0.011440331785193407
8.720544510438444,0.015075579135577158
8.72054482893921,0.018456667469096997
8.720545147439974,0.02099309483569066
8.720545465940738,0.022184188398312824
8.720545784441503,0.021779831677298404
8.720546102942267,0.01986595240777286
8.720546421443032,0.01683480767802937
8.720546739943796,0.013254117765948398
8.720547058444561,0.009694767268699151
8.720547376945326,0.006588216279816337
8.720547695446088,0.004159510320705856
8.720548013946853,0.002439835019666399
8.720548332447619,0.0013296049155501156
8.720548650948384,0.0006731760564762015
8.720548969449148,0.00031664935393317537
8.720549287949913,0.00013837972048742192
8.720549606450676,5.6183681230845816e-05
8.72054992495144,2.1192970252872826e-05
8.720550243452205,7.427067360740297e-06
8.72055056195297,2.418169806439915e-06
8.720550880453736,7.314760696919549e-07
8.720551198954498,2.05568871472251e-07
8.720551517455263,5.36733218421942e-08
8.720551835956028,1.3019775465674243e-08
8.720552154456794,2.9342182349248353e-09
8.720552472957557,6.143632454438012e-10
8.72055279145832,1.1950936576693428e-10
8.720553109959086,2.1598448252008055e-11
8.72055342845985,3.6264947740525985e-12
8.720553746960615,5.657120880666515e-13
8.72055406546138,8.198752167567678e-14
8.720554383962144,1.1039361649940762e-14
8.720554702462907,1.3809693999496233e-15
8.720555020963673,1.6049741680876102e-16
8.720555339464438,1.732989516126276e-17
8.720555657965201,1.738472083222792e-18
8.720555976465965,1.6202551483945157e-19
8.72055629496673,1.4029525738865925e-20
8.720556613467496,1.1286166873999423e-21
8.72055693196826,8.435170037804264e-23
8.720557250469025,5.857133366366739e-24
8.72055756896979,3.778507438034832e-25
8.720557887470552,2.2646409414744622e-26
8.720558205971317,1.2610209951983276e-27
8.720558524472082,6.523627838725186e-29
8.720558842972848,3.1354503959094038e-30
8.720559161473611,1.4000855993043076e-31
8.720559479974375,5.808354949908586e-33
8.72055979847514,2.238698441619564e-34
8.720560116975905,8.016447314586729e-36
8.720560435476669,2.666933492561684e-37
8.720560753977434,8.243019465361457e-39
8.720561072478198,2.367033321970373e-40
8.720561390978961,6.314897505466233e-42
8.720561709479727,1.5652082830968443e-43
8.720562027980492,3.604307753321134e-45
8.720562346481257,7.711085022919713e-47
8.720562664982019,1.5326854152206314e-48
8.720562983482784,2.8303128608689184e-50
8.72056330198355,4.855788496821657e-52
8.720563620484313,7.739786415575214e-54
8.720563938985078,1.1461516595709154e-55
8.720564257485844,1.57688163795588e-57
8.720564575986607,2.015579873437573e-59
8.72056489448737,2.3935627413932736e-61
8.720565212988136,2.6407878666242974e-63
8.720565531488901,2.7068619854753434e-65
8.720565849989667,2.5777607531414246e-67
8.720566168490429,2.280672946093357e-69
8.720566486991194,1.874680661875745e-71
8.72056680549196,1.4316454758186626e-73
8.720567123992723,1.0157517237076451e-75
8.720567442493488,6.695508225294021e-78
8.720567760994252,4.100373690534109e-80
8.720568079495017,2.3329595700612344e-82
8.72056839799578,1.2332038843641193e-84
8.720568716496546,6.056287067909715e-87
8.720569034997311,2.763261067606391e-89
8.720569353498073,1.1713354715086628e-91
8.720569671998838,4.613011690786565e-94
8.720569990499603,1.6878416999195175e-96
8.720570309000369,5.737500899541528e-99
8.720570627501132,1.8119980166986233e-101
8.720570946001898,5.3166315782366353e-104
8.720571264502661,1.4493034548118933e-106
8.720571583003425,3.670506270466547e-109
8.72057190150419,8.636474802946607e-112
8.720572220004955,1.8879519953760317e-114
8.72057253850572,3.834328181521437e-117
8.720572857006482,7.23488328313137e-120
8.720573175507248,1.2682873413726627e-122
8.720573494008013,2.065606937428604e-125
8.720573812508778,3.125515135315246e-128
8.720574131009542,4.393791316465544e-131
8.720574449510305,5.738536662147326e-134
8.72057476801107,6.963166418973089e-137
8.720575086511834,7.849758329065676e-140
8.7205754050126,8.221474134847697e-143
8.720575723513365,7.999944985868339e-146
8.720576042014129,7.232163261335058e-149
8.720576360514892,6.074259219293589e-152
